,Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
14171,32,Male,Master's,Widowed,113740.0,774.0,14085.0,Business,Self-employed,14,Fair,0.2143063425613168,222805.0,0.0,Melissamouth,PW,Congo,1.0,0,Medium
14175,57,Male,PhD,Widowed,30485.0,632.0,38004.0,Home,Self-employed,14,Fair,0.1455519274847433,292863.0,3.0,West Zacharyport,AZ,Solomon Islands,4.0,1,High
14176,50,Non-binary,Bachelor's,Widowed,59278.0,730.0,32130.0,Business,Unemployed,3,Poor,0.4102911070093581,142278.0,2.0,West Elizabeth,KY,Kenya,1.0,0,Low
14177,69,Male,High School,Single,48842.0,714.0,22354.0,Personal,Unemployed,17,Poor,0.5446452282322615,159336.0,1.0,New Ashleyport,MD,Central African Republic,0.0,1,High
14179,38,Female,Master's,Single,62269.0,691.0,29126.0,Personal,Employed,18,Excellent,0.1918148638381617,107224.0,1.0,New Richardmouth,WY,Cote d'Ivoire,3.0,2,Low
14180,23,Non-binary,Master's,Single,83983.0,729.0,8481.0,Home,Employed,8,Fair,0.3729202451224844,167481.0,4.0,Adrienneton,IA,Gibraltar,0.0,2,Low
14182,36,Male,High School,Single,61787.0,625.0,8185.0,Auto,Self-employed,3,Poor,0.1246863084404429,82964.0,3.0,Lake Nicolefort,AZ,Pitcairn Islands,2.0,2,High
14183,40,Male,High School,Divorced,99015.0,637.0,47494.0,Auto,Employed,6,Poor,0.3332435673342951,294456.0,3.0,North Sarah,ID,Netherlands,1.0,1,Medium
14185,40,Non-binary,PhD,Widowed,118997.0,730.0,7748.0,Personal,Self-employed,7,Excellent,0.2719646000019468,88627.0,0.0,New Pamela,NY,Bhutan,0.0,1,Medium
14186,65,Female,Master's,Divorced,113657.0,713.0,25932.0,Business,Self-employed,17,Excellent,0.4242024852458373,200348.0,1.0,East Michele,OK,Liberia,4.0,2,Medium
14189,46,Male,High School,Married,69647.0,784.0,46479.0,Home,Unemployed,9,Good,0.3160666353228964,109053.0,1.0,Lamfort,NC,Tajikistan,0.0,1,Medium
14190,59,Non-binary,Bachelor's,Single,81920.0,769.0,15824.0,Auto,Employed,9,Poor,0.2255426324311755,209100.0,0.0,Arroyoville,WI,India,0.0,2,Medium
14191,61,Non-binary,Bachelor's,Widowed,117694.0,611.0,13594.0,Personal,Unemployed,16,Excellent,0.4478523550230605,137109.0,0.0,Alexandraland,HI,Sweden,0.0,2,Low
14193,22,Non-binary,PhD,Married,100206.0,617.0,34912.0,Home,Employed,0,Poor,0.2586825031543869,209806.0,0.0,Bartletttown,IN,Romania,0.0,1,Low
14196,28,Female,PhD,Widowed,42360.0,653.0,27600.0,Home,Self-employed,7,Excellent,0.1638491735606117,125462.0,0.0,Chenfort,DC,Rwanda,1.0,2,High
14197,30,Male,PhD,Widowed,118829.0,671.0,28235.0,Home,Self-employed,19,Fair,0.3468027211800615,264186.0,1.0,Jonathanton,MD,Saudi Arabia,0.0,2,Low
14198,55,Non-binary,High School,Divorced,58250.0,683.0,22830.0,Auto,Self-employed,15,Poor,0.4526264670062589,126541.0,1.0,West Anthonyshire,NM,Marshall Islands,4.0,0,Low
14201,58,Female,Bachelor's,Divorced,71626.0,754.0,46955.0,Business,Unemployed,16,Fair,0.4481140320716792,152865.0,2.0,Matthewton,IL,Andorra,3.0,1,Low
14203,45,Female,Master's,Divorced,104376.0,752.0,26960.0,Personal,Employed,3,Excellent,0.3683653111512056,65702.0,4.0,Michelleborough,NH,Kazakhstan,0.0,2,Medium
14204,53,Non-binary,Bachelor's,Married,87107.0,676.0,27544.0,Personal,Self-employed,19,Excellent,0.2985327217806292,46142.0,0.0,Arnoldstad,CO,Mauritius,0.0,1,Medium
14205,25,Female,PhD,Single,85620.0,664.0,10397.0,Personal,Employed,8,Excellent,0.2935699630562214,38523.0,3.0,Yoderview,ME,Hungary,3.0,1,Medium
14206,22,Female,Master's,Widowed,111742.0,642.0,23049.0,Auto,Self-employed,15,Fair,0.2831662054320274,165583.0,4.0,Port Manuel,IL,Kazakhstan,0.0,1,Low
14207,29,Male,Bachelor's,Widowed,79398.0,692.0,49678.0,Business,Self-employed,18,Poor,0.4810797118900616,175794.0,0.0,South Hannah,NE,Equatorial Guinea,3.0,2,High
14209,18,Male,Bachelor's,Divorced,22534.0,789.0,49955.0,Auto,Employed,17,Poor,0.1908132078804395,295066.0,0.0,Davisport,RI,Seychelles,1.0,1,Medium
14210,57,Non-binary,PhD,Widowed,74757.0,625.0,37298.0,Auto,Self-employed,15,Good,0.5078390307065657,188095.0,4.0,West Christopherhaven,KS,Djibouti,2.0,1,High
14212,46,Male,Bachelor's,Divorced,34096.0,650.0,9706.0,Auto,Self-employed,6,Poor,0.4458267206092086,84564.0,4.0,Port Amyton,FL,Iraq,2.0,1,High
14213,56,Female,High School,Divorced,46520.0,699.0,44189.0,Home,Employed,18,Poor,0.4224648342016039,238109.0,2.0,Sandersfurt,ID,Uruguay,2.0,1,Low
14215,34,Non-binary,PhD,Divorced,77255.0,713.0,29609.0,Auto,Employed,9,Poor,0.3912700310961567,254117.0,2.0,West Jesse,CT,Belarus,4.0,0,Low
14217,21,Non-binary,High School,Married,22064.0,792.0,13738.0,Home,Unemployed,17,Poor,0.5015512265974215,65608.0,1.0,South Willieville,CA,Zambia,3.0,0,Low
14218,19,Male,High School,Single,56136.0,727.0,27499.0,Home,Self-employed,13,Good,0.3967771122747013,220140.0,0.0,South Erinchester,VT,Equatorial Guinea,0.0,2,Low
14219,64,Non-binary,Master's,Single,64917.0,782.0,15691.0,Personal,Self-employed,1,Fair,0.3928572898527226,289000.0,1.0,Nelsonberg,GU,Sudan,1.0,2,Low
14222,39,Female,High School,Widowed,41677.0,794.0,5038.0,Home,Self-employed,13,Poor,0.562596087603017,147738.0,4.0,South Jonathanburgh,VA,Yemen,2.0,2,Low
14223,64,Female,PhD,Married,90597.0,732.0,12958.0,Business,Unemployed,7,Poor,0.2134121353235792,260278.0,2.0,Kimberlyland,GU,Cayman Islands,4.0,1,Low
14228,51,Male,High School,Widowed,91533.0,767.0,15316.0,Business,Unemployed,13,Excellent,0.5537700145486522,262107.0,4.0,Kaiserchester,WV,Nicaragua,4.0,0,High
14229,35,Male,Master's,Single,97400.0,614.0,42111.0,Business,Employed,18,Excellent,0.3109816831042926,107698.0,0.0,South Luis,AK,Nicaragua,4.0,0,Low
14232,63,Non-binary,High School,Widowed,20818.0,651.0,46021.0,Home,Employed,9,Excellent,0.4173459253700046,223826.0,4.0,Port Catherine,NH,Anguilla,2.0,1,High
14233,67,Non-binary,High School,Single,74649.0,742.0,10661.0,Personal,Self-employed,0,Poor,0.5135136495808531,31353.0,0.0,North David,VI,Suriname,0.0,1,Low
14235,40,Female,PhD,Widowed,98629.0,799.0,26021.0,Auto,Unemployed,7,Poor,0.2536155432594658,200737.0,3.0,North Dustin,ND,Guam,0.0,1,Low
14237,56,Male,Master's,Widowed,114328.0,644.0,16163.0,Business,Employed,1,Good,0.3776850380674359,107718.0,3.0,Victorport,DC,Hong Kong,1.0,0,Low
14238,27,Non-binary,Bachelor's,Single,27897.0,746.0,39381.0,Business,Unemployed,18,Poor,0.535755630815777,148344.0,0.0,Sydneyside,MP,Turks and Caicos Islands,0.0,2,Low
14244,41,Non-binary,Master's,Divorced,47609.0,608.0,13359.0,Personal,Employed,19,Fair,0.4179967021709485,124967.0,2.0,Austinmouth,UT,Guyana,1.0,0,Medium
14245,51,Male,Bachelor's,Divorced,42027.0,686.0,8230.0,Auto,Unemployed,13,Fair,0.3430393257945575,149252.0,2.0,West Luisburgh,ME,Switzerland,2.0,2,Low
14246,59,Male,Master's,Single,68555.0,652.0,7030.0,Home,Unemployed,1,Poor,0.2949961813767615,106124.0,3.0,New Elizabethchester,IL,Azerbaijan,1.0,0,Medium
14247,58,Non-binary,High School,Single,66309.0,670.0,31728.0,Auto,Self-employed,2,Good,0.3729008308958579,28491.0,1.0,North Jeff,NE,Barbados,3.0,0,Low
14250,66,Female,Master's,Single,98108.0,624.0,15042.0,Business,Unemployed,14,Good,0.169248662786653,170169.0,4.0,North Annaland,TN,Finland,4.0,0,Low
14251,59,Male,High School,Divorced,23590.0,758.0,14159.0,Business,Employed,10,Poor,0.21638367982646,161214.0,0.0,Lake Chadmouth,CO,Montserrat,4.0,1,Medium
14252,38,Male,PhD,Divorced,51740.0,681.0,17765.0,Business,Employed,16,Poor,0.4845898583583551,21520.0,2.0,Deckerstad,MD,Guadeloupe,0.0,2,Low
14254,64,Non-binary,PhD,Single,73494.0,615.0,5067.0,Personal,Employed,3,Excellent,0.128882409478744,58061.0,0.0,South Colton,GA,Reunion,4.0,1,Low
14256,40,Non-binary,PhD,Married,51432.0,632.0,17737.0,Home,Unemployed,8,Poor,0.2525087356196526,99855.0,3.0,Krystalmouth,NY,Cook Islands,3.0,2,Low
14257,53,Male,High School,Widowed,106675.0,796.0,16381.0,Personal,Unemployed,15,Good,0.5274273681057252,39762.0,4.0,East Nathan,AK,French Polynesia,3.0,2,Low
14258,32,Non-binary,High School,Married,74698.0,763.0,12547.0,Auto,Employed,15,Good,0.1158408991078732,175539.0,0.0,Port Edwardland,NM,Mayotte,2.0,0,Low
14259,66,Male,PhD,Single,86704.0,664.0,18341.0,Auto,Employed,11,Good,0.389143313892846,85195.0,2.0,South Michaelside,GA,South Georgia and the South Sandwich Islands,2.0,2,Low
14260,19,Female,Master's,Married,83294.0,649.0,18603.0,Business,Self-employed,15,Poor,0.5992253257037503,236104.0,3.0,South Johnmouth,SC,Nepal,0.0,0,Low
14262,31,Male,PhD,Divorced,77797.0,646.0,14571.0,Personal,Unemployed,16,Excellent,0.1679797657457947,79447.0,1.0,Ellenchester,KS,Saint Helena,1.0,1,Low
14263,66,Male,PhD,Single,45444.0,778.0,21486.0,Auto,Self-employed,19,Fair,0.3165545870308097,249282.0,2.0,Lake Joseph,NY,Puerto Rico,3.0,2,Low
14264,47,Male,High School,Widowed,86865.0,676.0,16178.0,Business,Unemployed,10,Good,0.1666011417563391,262284.0,1.0,West Jennifer,FM,Honduras,2.0,2,Medium
14265,26,Male,Bachelor's,Single,44346.0,698.0,20388.0,Auto,Self-employed,18,Good,0.1892908157406872,286297.0,0.0,Smithfort,WV,Marshall Islands,1.0,0,Medium
14266,27,Non-binary,Bachelor's,Widowed,111483.0,705.0,7832.0,Home,Employed,12,Fair,0.1796817360355705,105916.0,0.0,North Zacharyshire,MN,Isle of Man,0.0,2,Low
14267,58,Female,PhD,Married,51459.0,724.0,13301.0,Auto,Self-employed,17,Excellent,0.4763875367963944,193418.0,4.0,Larrymouth,CA,United Kingdom,4.0,1,Medium
14268,30,Female,Master's,Married,98609.0,727.0,41958.0,Business,Unemployed,4,Fair,0.4357728154479307,127174.0,4.0,New Mathew,KS,Holy See (Vatican City State),1.0,0,Low
14271,22,Non-binary,PhD,Single,67576.0,643.0,39467.0,Auto,Unemployed,5,Fair,0.543288746389733,22932.0,1.0,Marthaport,WA,Belize,1.0,1,High
14272,28,Male,Master's,Single,26880.0,788.0,27980.0,Auto,Unemployed,7,Good,0.1185394695775219,243336.0,4.0,Williamsbury,WY,Guinea,0.0,0,Medium
14273,52,Female,High School,Widowed,67553.0,756.0,20164.0,Personal,Self-employed,1,Fair,0.1604900805605303,297504.0,1.0,South Samuelborough,DC,Western Sahara,3.0,1,Low
14275,32,Male,Bachelor's,Married,44690.0,764.0,18862.0,Business,Self-employed,4,Poor,0.2936911297173672,210737.0,0.0,South Amyburgh,TX,Indonesia,0.0,2,Low
14277,18,Male,Master's,Single,91975.0,614.0,7251.0,Business,Unemployed,16,Excellent,0.3030160319769305,204907.0,0.0,Chrisburgh,NV,Switzerland,3.0,2,Low
14278,64,Male,High School,Widowed,46761.0,693.0,9610.0,Business,Self-employed,19,Poor,0.5179465372341626,250517.0,3.0,Sanchezborough,PR,Jersey,0.0,0,Low
14279,67,Non-binary,PhD,Married,53937.0,638.0,11874.0,Auto,Employed,12,Poor,0.5556787787459991,142800.0,1.0,North Jonathanfort,NV,Aruba,0.0,1,Medium
14281,48,Male,Master's,Married,39995.0,685.0,7847.0,Auto,Self-employed,17,Good,0.3479343633905376,77473.0,2.0,Lake Kimberlyfurt,NE,Denmark,0.0,2,Low
14284,45,Female,Bachelor's,Married,62949.0,648.0,37583.0,Personal,Self-employed,18,Fair,0.1358630350865974,106377.0,3.0,South Belindaview,MI,Cambodia,0.0,1,Low
14287,38,Non-binary,Master's,Widowed,103704.0,636.0,41999.0,Auto,Unemployed,18,Good,0.4795630379328048,206291.0,1.0,North Melissamouth,DE,Thailand,2.0,2,Low
14291,51,Non-binary,High School,Single,27549.0,679.0,8936.0,Business,Self-employed,5,Excellent,0.3562706045444738,73644.0,4.0,East David,WA,New Caledonia,0.0,0,Low
14292,59,Non-binary,Bachelor's,Widowed,61565.0,734.0,22276.0,Home,Unemployed,13,Poor,0.4456825217455713,191300.0,4.0,Banksbury,LA,Samoa,0.0,2,Medium
14294,59,Female,High School,Widowed,119546.0,660.0,27168.0,Business,Employed,7,Good,0.2186808979695336,164372.0,3.0,Port Abigail,OK,Fiji,4.0,1,Low
14295,25,Female,Master's,Widowed,72275.0,663.0,33604.0,Auto,Self-employed,2,Good,0.4911263359384038,263219.0,0.0,East Michael,UT,Rwanda,2.0,1,Low
14296,22,Non-binary,Master's,Married,26389.0,767.0,41705.0,Home,Unemployed,4,Poor,0.2769722817799347,193128.0,1.0,Ashleyshire,MP,Kuwait,1.0,0,Low
14298,55,Non-binary,Master's,Married,103959.0,766.0,33407.0,Home,Self-employed,10,Poor,0.1921335543112993,101247.0,1.0,Jonesfurt,MT,Marshall Islands,1.0,2,Medium
14300,58,Male,Bachelor's,Married,72201.0,634.0,49256.0,Business,Self-employed,17,Excellent,0.2914781444089788,272605.0,1.0,Port Justin,WY,Slovakia (Slovak Republic),1.0,1,Low
14301,63,Non-binary,Bachelor's,Widowed,35405.0,721.0,25819.0,Personal,Employed,10,Excellent,0.3608336212807775,227586.0,3.0,Pachecoland,MH,Iraq,0.0,1,Low
14302,43,Male,High School,Single,96488.0,756.0,12078.0,Business,Self-employed,13,Excellent,0.2421664912697099,270577.0,0.0,South Ronald,OR,Romania,2.0,1,High
14304,46,Non-binary,High School,Married,55658.0,721.0,6074.0,Personal,Unemployed,18,Poor,0.4933524097436152,70375.0,0.0,Russelltown,AK,Norway,3.0,1,Low
14306,36,Female,Master's,Widowed,65258.0,715.0,33602.0,Home,Self-employed,0,Fair,0.5780332348347795,203645.0,3.0,Carmenchester,OH,Egypt,0.0,2,High
14307,35,Non-binary,Bachelor's,Single,89907.0,620.0,18941.0,Business,Self-employed,15,Fair,0.3823707351129032,152258.0,3.0,Medinatown,MH,Congo,1.0,0,Medium
14308,57,Male,Master's,Divorced,59459.0,687.0,34149.0,Auto,Unemployed,19,Good,0.3486143286905174,72293.0,4.0,Smithland,MD,Malta,4.0,2,High
14309,56,Male,Master's,Married,26799.0,637.0,49814.0,Auto,Self-employed,15,Fair,0.2981675910689529,84744.0,1.0,West George,IL,British Virgin Islands,4.0,0,Medium
14312,50,Female,High School,Married,92138.0,615.0,15811.0,Auto,Self-employed,11,Poor,0.5501384509478665,195186.0,1.0,West Scottberg,ID,Mauritius,4.0,1,Medium
14313,62,Male,PhD,Divorced,58057.0,658.0,44872.0,Personal,Employed,2,Good,0.3968847390199778,163001.0,0.0,Brownshire,FL,Guinea,1.0,1,Medium
14315,21,Male,Master's,Divorced,84046.0,753.0,13249.0,Business,Unemployed,12,Excellent,0.5647239417645358,246545.0,2.0,Kathrynfort,RI,Iceland,3.0,2,Medium
14316,35,Female,PhD,Widowed,41309.0,718.0,40301.0,Business,Self-employed,18,Fair,0.5743813275255167,164986.0,3.0,Hicksberg,PA,Kazakhstan,2.0,2,Low
14317,61,Male,High School,Single,48022.0,669.0,10730.0,Auto,Unemployed,12,Excellent,0.3139582101020587,74715.0,0.0,New Dennis,WV,Cote d'Ivoire,0.0,0,Low
14318,55,Female,High School,Divorced,41395.0,611.0,36832.0,Home,Self-employed,6,Excellent,0.4702621270309531,217232.0,1.0,Reedhaven,PW,Hong Kong,2.0,1,Low
14320,43,Male,High School,Widowed,23454.0,763.0,22511.0,Business,Employed,2,Good,0.2838582600692205,80599.0,3.0,West Nicholas,MO,New Caledonia,0.0,1,Low
14322,19,Female,Bachelor's,Married,27501.0,617.0,9915.0,Personal,Unemployed,4,Excellent,0.435982324087822,67794.0,0.0,Linhaven,TX,Saint Pierre and Miquelon,3.0,2,Low
14323,60,Non-binary,Master's,Widowed,107951.0,698.0,31174.0,Home,Employed,0,Excellent,0.1790631346808257,58991.0,0.0,Annberg,FM,Christmas Island,4.0,2,Medium
14324,22,Female,PhD,Widowed,101311.0,773.0,19260.0,Home,Self-employed,18,Poor,0.4571358971788478,248824.0,2.0,Kristenton,KS,Andorra,0.0,0,Low
14325,69,Non-binary,Master's,Single,106157.0,606.0,30826.0,Business,Unemployed,6,Excellent,0.4434681516923286,167131.0,1.0,Lake Christineland,WI,Mexico,2.0,0,Low
14327,60,Male,High School,Single,27925.0,648.0,45221.0,Personal,Unemployed,10,Excellent,0.3985300705733273,159979.0,0.0,Lake Brentburgh,HI,United States of America,2.0,1,Low
14328,61,Female,Master's,Divorced,68929.0,796.0,44013.0,Auto,Employed,14,Excellent,0.3911150278385384,64579.0,1.0,Port Williamland,LA,Cape Verde,4.0,0,Low
14331,41,Non-binary,Master's,Single,91333.0,786.0,31123.0,Business,Employed,4,Poor,0.2216906751473833,37221.0,0.0,South Craig,CO,Luxembourg,3.0,1,Low
14333,20,Female,PhD,Divorced,47552.0,605.0,15147.0,Personal,Self-employed,12,Fair,0.3160423645438893,141276.0,4.0,Lake Frank,CA,Mauritius,2.0,2,High
14334,59,Non-binary,High School,Widowed,26829.0,626.0,32445.0,Personal,Unemployed,10,Good,0.4260680680803076,129899.0,3.0,South Scott,IN,Tanzania,1.0,2,Low
14336,32,Male,High School,Married,108675.0,695.0,26864.0,Business,Unemployed,3,Good,0.1049896050293287,268640.0,1.0,Davilahaven,PW,Uruguay,0.0,1,Low
14339,26,Male,Master's,Single,47025.0,743.0,48594.0,Personal,Employed,3,Excellent,0.5463078996924395,282983.0,0.0,Robertton,HI,Vietnam,0.0,0,Low
14342,37,Male,Bachelor's,Widowed,97015.0,620.0,18454.0,Business,Employed,0,Excellent,0.3907698823410845,27930.0,3.0,Cummingsborough,OH,Namibia,3.0,1,Low
14343,67,Male,Master's,Married,93332.0,762.0,12001.0,Home,Self-employed,15,Good,0.1663470941438893,228246.0,0.0,Stevenview,KY,Mauritania,3.0,1,Low
14345,50,Male,Master's,Widowed,81064.0,752.0,44511.0,Business,Employed,10,Good,0.5236051035591227,229288.0,3.0,South Michelleton,VT,French Southern Territories,0.0,0,Low
14351,50,Female,High School,Single,93883.0,600.0,38145.0,Personal,Self-employed,10,Good,0.3081590135724347,20533.0,3.0,Matthewsstad,CT,Finland,4.0,2,Low
14352,33,Male,High School,Single,81604.0,672.0,25954.0,Personal,Self-employed,4,Excellent,0.4966656941927793,228644.0,1.0,Austinport,VT,Lesotho,2.0,0,Medium
14353,53,Female,Master's,Divorced,36960.0,615.0,34099.0,Personal,Employed,13,Excellent,0.2156445041801734,60513.0,1.0,Jonesmouth,FL,French Guiana,2.0,0,Low
14355,44,Male,PhD,Divorced,36076.0,750.0,33764.0,Personal,Self-employed,10,Good,0.5213015758114602,221534.0,0.0,Kristinbury,SC,Tunisia,1.0,1,Low
14357,31,Female,High School,Widowed,119345.0,628.0,44735.0,Home,Employed,9,Good,0.5801446286826806,230928.0,4.0,West Davidfort,NE,Sao Tome and Principe,0.0,0,Medium
14359,18,Non-binary,High School,Divorced,33869.0,785.0,36935.0,Business,Self-employed,14,Excellent,0.2988986582420359,278337.0,2.0,Dakotaland,DE,Spain,0.0,0,Low
14361,23,Female,High School,Widowed,26033.0,659.0,28648.0,Home,Self-employed,0,Excellent,0.4984069171615357,165913.0,3.0,North Pamela,CA,Burkina Faso,2.0,2,Low
14362,40,Female,High School,Married,96676.0,780.0,19464.0,Personal,Unemployed,9,Fair,0.3355188089656831,186439.0,4.0,Lake Jacquelineberg,CO,Russian Federation,1.0,1,Low
14365,38,Male,Master's,Married,39359.0,631.0,8905.0,Personal,Unemployed,18,Poor,0.2015228007074655,107448.0,0.0,Port Derrickport,GU,Antigua and Barbuda,0.0,2,Low
14372,54,Male,PhD,Single,26886.0,638.0,31738.0,Personal,Unemployed,6,Good,0.2626383841744966,185758.0,3.0,Jamiestad,AK,Nicaragua,3.0,0,High
14375,41,Female,High School,Married,70304.0,702.0,18494.0,Business,Unemployed,3,Fair,0.1460102293307761,48162.0,0.0,New Christophertown,VT,Saint Lucia,3.0,1,Low
14378,69,Non-binary,Master's,Divorced,51346.0,612.0,9083.0,Auto,Self-employed,12,Excellent,0.4050058711867146,128515.0,2.0,Benjaminburgh,ID,Iran,3.0,1,Low
14379,32,Female,High School,Widowed,68821.0,719.0,8110.0,Home,Unemployed,5,Good,0.4856328118072985,155318.0,0.0,East Morgan,NY,Austria,1.0,1,Low
14384,57,Non-binary,Master's,Married,79019.0,740.0,31571.0,Home,Employed,9,Excellent,0.2494831293533052,153720.0,4.0,Thomashaven,CO,Germany,0.0,0,Medium
14385,21,Non-binary,Bachelor's,Single,104946.0,631.0,37338.0,Home,Unemployed,12,Poor,0.1625329826272753,92216.0,0.0,New Jennifer,VI,Slovakia (Slovak Republic),2.0,1,Low
14386,59,Male,Master's,Divorced,24297.0,723.0,14768.0,Home,Self-employed,8,Excellent,0.1586580045128549,30686.0,0.0,Wadebury,LA,Heard Island and McDonald Islands,3.0,1,Low
14387,60,Non-binary,High School,Divorced,117504.0,741.0,21308.0,Auto,Self-employed,6,Excellent,0.5341028788601154,48360.0,3.0,Lake Sonya,DE,Cameroon,0.0,2,Low
14388,61,Female,Master's,Widowed,111212.0,664.0,23540.0,Auto,Unemployed,0,Excellent,0.3310717616739285,179333.0,3.0,Juantown,MO,Korea,1.0,2,Medium
14389,69,Female,Bachelor's,Married,76625.0,749.0,6396.0,Business,Employed,18,Fair,0.5536972675828176,53804.0,0.0,Lake Derek,UT,Colombia,2.0,0,High
14390,28,Male,High School,Married,36611.0,760.0,28089.0,Home,Self-employed,14,Excellent,0.3687884903182369,240276.0,0.0,East Raymond,MH,Iran,3.0,1,Medium
14391,67,Female,High School,Married,33565.0,794.0,20104.0,Auto,Self-employed,18,Excellent,0.157879177057941,141664.0,4.0,Manningstad,GU,Lesotho,1.0,2,Low
14393,31,Female,Bachelor's,Married,47606.0,747.0,35825.0,Personal,Self-employed,16,Excellent,0.2361468894538992,148282.0,3.0,East Mitchell,ID,Egypt,2.0,2,Low
14395,59,Female,Bachelor's,Widowed,73001.0,704.0,44848.0,Home,Self-employed,19,Fair,0.2317364374237928,62701.0,0.0,West Nicholasberg,LA,Ecuador,4.0,1,Medium
14397,33,Female,PhD,Married,76298.0,687.0,12512.0,Business,Self-employed,0,Excellent,0.1061998639159433,102482.0,4.0,Christinamouth,NE,United Arab Emirates,2.0,2,Low
14398,62,Non-binary,Master's,Married,59513.0,781.0,26324.0,Personal,Unemployed,10,Excellent,0.5403623042697626,227635.0,1.0,South Micheal,AS,Cayman Islands,0.0,1,High
14402,52,Male,Bachelor's,Single,78126.0,747.0,35927.0,Home,Self-employed,19,Poor,0.4727898989175004,53258.0,0.0,Melissafort,NV,Azerbaijan,0.0,1,High
14403,41,Female,Master's,Divorced,36738.0,781.0,8592.0,Home,Self-employed,11,Fair,0.4267187260843854,255813.0,3.0,East Sharonville,UT,Tanzania,4.0,2,Low
14404,48,Female,Master's,Married,106678.0,637.0,44518.0,Auto,Employed,3,Fair,0.4140745804820556,291936.0,3.0,South Carriefurt,PA,Macao,1.0,2,Low
14407,46,Female,Bachelor's,Married,31002.0,756.0,23534.0,Auto,Employed,6,Excellent,0.3126960619429639,112325.0,0.0,Adamstad,AZ,Saint Kitts and Nevis,0.0,0,Low
14408,48,Male,Master's,Married,90592.0,792.0,33800.0,Home,Self-employed,3,Excellent,0.1904896113209075,128027.0,4.0,Sarahburgh,IN,Cuba,2.0,1,Low
14412,40,Male,Bachelor's,Single,21301.0,699.0,13298.0,Business,Employed,6,Fair,0.2988969622931985,131557.0,0.0,Christown,IN,Niger,0.0,0,Low
14413,39,Non-binary,Master's,Widowed,56843.0,787.0,37925.0,Home,Employed,6,Good,0.5659661232925567,237675.0,1.0,Boylefort,NH,Guernsey,2.0,2,High
14414,48,Female,Master's,Married,68093.0,720.0,23163.0,Business,Unemployed,0,Good,0.436308831402717,238184.0,4.0,Port Tyler,UT,Yemen,0.0,1,Medium
14415,60,Male,PhD,Divorced,57787.0,684.0,10996.0,Business,Self-employed,0,Good,0.4205439557713427,61586.0,0.0,Suarezport,PW,Eritrea,3.0,2,Medium
14418,19,Male,High School,Single,65201.0,790.0,5635.0,Auto,Employed,3,Good,0.3399325650807274,93015.0,0.0,Kurtside,MN,Mexico,1.0,0,Low
14420,41,Non-binary,Bachelor's,Single,81671.0,792.0,8294.0,Home,Unemployed,4,Good,0.2342454412813028,293217.0,3.0,Edwardside,AZ,Puerto Rico,1.0,0,Low
14421,53,Female,High School,Single,28316.0,659.0,21641.0,Auto,Self-employed,9,Fair,0.1291744495409638,156265.0,4.0,West Adambury,MH,Dominica,3.0,1,Medium
14422,46,Female,Master's,Widowed,84099.0,706.0,45519.0,Personal,Self-employed,0,Poor,0.5178459631062559,297956.0,2.0,Natalieshire,NE,Egypt,0.0,2,Medium
14425,59,Female,Master's,Divorced,100984.0,710.0,12973.0,Business,Unemployed,19,Good,0.115835565861445,36493.0,3.0,Barbaratown,WV,Ghana,0.0,2,Medium
14427,52,Male,High School,Single,27446.0,750.0,43143.0,Auto,Unemployed,0,Excellent,0.5021940827655027,87805.0,1.0,New Adam,MT,Afghanistan,3.0,1,Low
14430,29,Female,PhD,Widowed,26563.0,761.0,33192.0,Home,Self-employed,3,Poor,0.4978780093117507,23345.0,0.0,East Olivia,DC,Poland,4.0,2,Low
14431,59,Non-binary,Bachelor's,Divorced,111246.0,792.0,46230.0,Auto,Employed,6,Poor,0.3896608629290047,282215.0,2.0,Christophertown,KY,South Georgia and the South Sandwich Islands,1.0,2,Medium
14432,25,Male,PhD,Widowed,92822.0,613.0,34228.0,Personal,Self-employed,3,Fair,0.3259838648532489,117015.0,2.0,Greeneberg,OH,United States Virgin Islands,2.0,0,High
14433,45,Female,Master's,Widowed,111237.0,701.0,43274.0,Business,Self-employed,10,Excellent,0.3238828204219784,149399.0,4.0,West David,OH,Palestinian Territory,3.0,0,Low
14435,55,Female,Master's,Widowed,91150.0,618.0,48158.0,Auto,Unemployed,4,Excellent,0.5783045137258648,157279.0,3.0,North Courtney,NC,Bulgaria,0.0,0,Low
14438,25,Non-binary,High School,Married,92656.0,714.0,36485.0,Personal,Unemployed,18,Good,0.3866631135527143,208920.0,1.0,Brianstad,ND,Guadeloupe,4.0,0,Low
14439,50,Male,High School,Divorced,26214.0,646.0,23267.0,Personal,Unemployed,8,Excellent,0.5556823548586753,93468.0,0.0,Lake Haileyton,MO,Austria,1.0,1,High
14444,18,Male,Bachelor's,Widowed,64864.0,797.0,18657.0,Business,Self-employed,13,Poor,0.5621405186927328,129771.0,1.0,South Benjaminstad,NH,Georgia,3.0,0,Low
14446,25,Male,Bachelor's,Single,96041.0,611.0,36033.0,Home,Employed,14,Excellent,0.4528400388146932,153359.0,4.0,Bartlettview,IN,Aruba,1.0,1,Low
